iid,hw_od,chosen,ln_dwork,SDE_work,SDL_work,PL_work,ln_dlunch,SDE_lunch,SDL_lunch,K_lunch1,K_lunch2,ln_dafterwork,ln_dwork*ln_afterwork,t_commute,c_commute,M_commute2,t_worklunch,alternative
2985,,True,0.40740822092379325,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.619691474582847,0.7720588235294118,0.3157894736842105,1.0,0.0,17:30-18:00
2985,,False,0.4725293101601433,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.872490848596899,0.6013079968329527,0.7720588235294118,0.3157894736842105,1.0,0.0,18:00-18:30
2985,,False,0.5333056593821668,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.733374628746521,0.5639092124168534,0.7720588235294118,0.3157894736842105,1.0,0.0,18:30-19:00
2985,,False,0.5902809290920263,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.580324609294192,0.5061535015604248,0.7720588235294118,0.3157894736842105,1.0,0.0,19:00-19:30
2985,,False,0.643902717586782,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.410235706865572,0.4258121423446368,0.7720588235294118,0.3157894736842105,1.0,0.0,19:30-20:00
2985,,False,0.6945439392648254,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21883323396922805,0.31943911426073224,0.7720588235294118,0.3157894736842105,1.0,0.0,20:00-20:30
2985,,False,0.7425185679887369,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.18177180137586868,0.7720588235294118,0.3157894736842105,1.0,0.0,20:30-21:00
11917,,False,0.5507753475491564,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.7745502206827832,0.4852941176470588,0.21052631578947367,1.0,0.0,17:30-18:00
11917,,False,0.6067013281484528,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.872490848596899,0.7396405052584556,0.4852941176470588,0.21052631578947367,1.0,0.0,18:00-18:30
11917,,True,0.6593927362746539,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.733374628746521,0.6871452450517648,0.4852941176470588,0.21052631578947367,1.0,0.0,18:30-19:00
11917,,False,0.7092033571127176,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.580324609294192,0.6153715467867455,0.4852941176470588,0.21052631578947367,1.0,0.0,19:00-19:30
11917,,False,0.7564319297230462,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.410235706865572,0.5217814497246116,0.4852941176470588,0.21052631578947367,1.0,0.0,19:30-20:00
11917,,False,0.8013330058139472,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21883323396922805,0.4026348173079135,0.4852941176470588,0.21052631578947367,1.0,0.0,20:00-20:30
11917,,False,0.8441252562962318,0.36125654450261785,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25235996210070555,0.4852941176470588,0.21052631578947367,1.0,0.0,20:30-21:00
3858,,True,0.5352633561433036,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7577948626368585,0.5441176470588235,0.05263157894736842,1.0,0.0,17:30-18:00
3858,,False,0.5921200972073775,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.872490848596899,0.7246071303248962,0.5441176470588235,0.05263157894736842,1.0,0.0,18:00-18:30
3858,,False,0.6456368903115162,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.733374628746521,0.6737004422709094,0.5441176470588235,0.05263157894736842,1.0,0.0,18:30-19:00
3858,,False,0.696184457244927,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.580324609294192,0.6034150233771334,0.5441176470588235,0.05263157894736842,1.0,0.0,19:00-19:30
3858,,False,0.7440750286435156,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.410235706865572,0.5112430018367031,0.5441176470588235,0.05263157894736842,1.0,0.0,19:30-20:00
3858,,False,0.7895740363166861,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21883323396922805,0.39347380704676516,0.5441176470588235,0.05263157894736842,1.0,0.0,20:00-20:30
3858,,False,0.8329090225018954,0.3193717277486911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24456782432916513,0.5441176470588235,0.05263157894736842,1.0,0.0,20:30-21:00
10418,,False,0.1984130419782386,0.0,0.17105263157894735,0.0,0.8454879529219204,0.0,0.6000000000000001,0.0,1.0,1.0,0.3939442470680361,0.20588235294117646,0.10526315789473684,1.0,1.0,17:30-18:00
