iid,hw_od,chosen,ln_dwork,SDE_work,SDL_work,PL_work,ln_dlunch,SDE_lunch,SDL_lunch,K_lunch1,K_lunch2,ln_dafterwork,ln_dwork*ln_afterwork,t_commute,c_commute,M_commute2,t_worklunch,alternative
2985,,False,0.7668662192944354,0.7794871794871795,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.9370856182687037,0.25903614457831325,1.0,0.0,0.0,"6:30-7:00,Driving"
2985,,False,0.6851638541161232,0.46153846153846156,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8372479818173058,0.6325301204819277,0.3157894736842105,1.0,0.0,"6:30-7:00,Transit"
2985,,False,0.728534527435308,0.6256410256410256,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8902455360988539,0.25903614457831325,1.0,0.0,0.0,"7:00-7:30,Driving"
2985,,False,0.6418779443986692,0.3076923076923077,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.7843540053894658,0.6325301204819277,0.3157894736842105,1.0,0.0,"7:00-7:30,Transit"
2985,,False,0.5988801536609448,0.1641025641025641,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.7318121008707379,0.6204819277108434,1.0,0.0,0.0,"7:30-8:00,Driving"
2985,,False,0.5957042350275442,0.15384615384615385,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.7279312317581637,0.6325301204819277,0.3157894736842105,1.0,0.0,"7:30-8:00,Transit"
2985,,False,0.5496402823664729,0.010256410256410256,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6716425775053063,0.6204819277108434,1.0,0.0,0.0,"8:00-8:30,Driving"
2985,,True,0.5462296892534885,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6674749432529343,0.6325301204819277,0.3157894736842105,1.0,0.0,"8:00-8:30,Transit"
2985,,False,0.4966285017607702,0.0,0.18543046357615894,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6068639028971712,0.6204819277108434,1.0,0.0,0.0,"8:30-9:00,Driving"
2985,,False,0.4929457857004861,0.0,0.1986754966887417,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6023637429237243,0.6325301204819277,0.3157894736842105,1.0,0.0,"8:30-9:00,Transit"
2985,,False,0.43921863682451356,0.0,0.3841059602649007,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.536710911579305,0.6204819277108434,1.0,0.0,0.0,"9:00-9:30,Driving"
2985,,False,0.4352166079980929,0.0,0.3973509933774834,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.5318205623448595,0.6325301204819277,0.3157894736842105,1.0,0.0,"9:00-9:30,Transit"
2985,,False,0.4966285017607702,0.0,0.18543046357615894,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6068639028971712,0.25903614457831325,1.0,0.0,0.0,"9:30-10:00,Driving"
2985,,False,0.3722323840061491,0.0,0.5960264900662252,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.4548558858457228,0.6325301204819277,0.3157894736842105,1.0,0.0,"9:30-10:00,Transit"
11917,,False,0.8499307452246735,0.8358974358974359,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.8495771829995113,0.1927710843373494,1.0,0.0,0.0,"6:30-7:00,Driving"
11917,,False,0.8113940107329137,0.6615384615384615,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.8069667890007635,0.39759036144578314,0.21052631578947367,1.0,0.0,"6:30-7:00,Transit"
11917,,False,0.8160406663731651,0.6820512820512821,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.8121046351067835,0.1927710843373494,1.0,0.0,0.0,"7:00-7:30,Driving"
11917,,False,0.7755129741843075,0.5076923076923077,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.7672928225380489,0.39759036144578314,0.21052631578947367,1.0,0.0,"7:00-7:30,Transit"
11917,,False,0.7232594618730032,0.29743589743589743,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.7095156705977672,0.46385542168674704,1.0,0.0,0.0,"7:30-8:00,Driving"
11917,,True,0.7376702746115681,0.35384615384615387,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.7254498284367612,0.39759036144578314,0.21052631578947367,1.0,0.0,"7:30-8:00,Transit"
11917,,False,0.6823608180641832,0.14358974358974358,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.6642936932369581,0.46385542168674704,1.0,0.0,0.0,"8:00-8:30,Driving"
11917,,False,0.6976389496111696,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.6811868529213825,0.39759036144578314,0.21052631578947367,1.0,0.0,"8:00-8:30,Transit"
11917,,False,0.6388936769825931,0.0,0.013245033112582781,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.6162317067832543,0.46385542168674704,1.0,0.0,0.0,"8:30-9:00,Driving"
11917,,False,0.6551502175123237,0.046153846153846156,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.6342067019712307,0.39759036144578314,0.21052631578947367,1.0,0.0,"8:30-9:00,Transit"
11917,,False,0.5925136808275951,0.0,0.2119205298013245,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.5649489518260755,0.46385542168674704,1.0,0.0,0.0,"9:00-9:30,Driving"
11917,,False,0.6098825264920681,0.0,0.1390728476821192,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.5841538320001569,0.39759036144578314,0.21052631578947367,1.0,0.0,"9:00-9:30,Transit"
11917,,False,0.6160919766381324,0.0,0.11258278145695365,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.5910196734965583,0.1927710843373494,1.0,0.0,0.0,"9:30-10:00,Driving"
11917,,False,0.5614467646148834,0.0,0.33774834437086093,0.0,0.0,0.0,0.2,0.0,0.0,0.7333746292098393,0.5305979988116958,0.39759036144578314,0.21052631578947367,1.0,0.0,"9:30-10:00,Transit"
3858,,False,0.7936859084955964,0.8923076923076924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.96985840830301,0.12650602409638556,1.0,0.0,0.0,"6:30-7:00,Driving"
3858,,False,0.7272195246541625,0.6205128205128205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8886386445296455,0.44578313253012053,0.05263157894736842,1.0,0.0,"6:30-7:00,Transit"
3858,,False,0.7568501447634702,0.7384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9248463007439389,0.12650602409638556,1.0,0.0,0.0,"7:00-7:30,Driving"
3858,,False,0.6865611287347714,0.4666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8389554052129502,0.44578313253012053,0.05263157894736842,1.0,0.0,"7:00-7:30,Transit"
3858,,False,0.6580653760310179,0.3641025641025641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8041345210090052,0.3855421686746988,1.0,0.0,0.0,"7:30-8:00,Driving"
3858,,True,0.6433652687040375,0.3128205128205128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7861714670973885,0.44578313253012053,0.05263157894736842,1.0,0.0,"7:30-8:00,Transit"
3858,,False,0.6129942131347889,0.21025641025641026,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7490590230601932,0.3855421686746988,1.0,0.0,0.0,"8:00-8:30,Driving"
3858,,False,0.5972940152222436,0.15897435897435896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7298738917425298,0.44578313253012053,0.05263157894736842,1.0,0.0,"8:00-8:30,Transit"
3858,,False,0.5647833926942559,0.05641025641025641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6901469665085982,0.3855421686746988,1.0,0.0,0.0,"8:30-9:00,Driving"
3858,,False,0.5479370857046467,0.005128205128205128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6695613265116744,0.44578313253012053,0.05263157894736842,1.0,0.0,"8:30-9:00,Transit"
3858,,False,0.5129625265343293,0.0,0.12582781456953643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6268235505885602,0.3855421686746988,1.0,0.0,0.0,"9:00-9:30,Driving"
3858,,False,0.4947895922230402,0.0,0.19205298013245034,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6046168151544256,0.44578313253012053,0.05263157894736842,1.0,0.0,"9:00-9:30,Transit"
3858,,False,0.5358959296690012,0.0,0.039735099337748346,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6548474243716014,0.12650602409638556,1.0,0.0,0.0,"9:30-10:00,Driving"
3858,,False,0.4372205140071067,0.0,0.39072847682119205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5342692705014487,0.44578313253012053,0.05263157894736842,1.0,0.0,"9:30-10:00,Transit"
10418,,False,0.9181200874468419,0.9128205128205128,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.3832802368260997,0.10240963855421688,1.0,0.0,1.0,"6:30-7:00,Driving"
10418,,False,0.9070422665704435,0.8564102564102564,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.3745738603575999,0.16867469879518074,0.10526315789473684,1.0,1.0,"6:30-7:00,Transit"
10418,,False,0.887480174048409,0.7589743589743589,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.3591994531949856,0.10240963855421688,1.0,0.0,1.0,"7:00-7:30,Driving"
10418,,False,0.8758968781318105,0.7025641025641025,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.35009580976859267,0.16867469879518074,0.10526315789473684,1.0,1.0,"7:00-7:30,Transit"
10418,,False,0.8320626812783573,0.49743589743589745,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.3156452625575721,0.22891566265060243,1.0,0.0,1.0,"7:30-8:00,Driving"
10418,,False,0.8432841438119695,0.5487179487179488,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.32446452993042585,0.16867469879518074,0.10526315789473684,1.0,1.0,"7:30-8:00,Transit"
10418,,False,0.7972639483031493,0.3435897435897436,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.28829594347090826,0.22891566265060243,1.0,0.0,1.0,"8:00-8:30,Driving"
10418,,False,0.8090589361726469,0.39487179487179486,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.2975659614793602,0.16867469879518074,0.10526315789473684,1.0,1.0,"8:00-8:30,Transit"
10418,,False,0.7606231736031134,0.18974358974358974,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.2594989119771094,0.22891566265060243,1.0,0.0,1.0,"8:30-9:00,Driving"
10418,,False,0.7730534727299861,0.24102564102564103,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.2692682393187287,0.16867469879518074,0.10526315789473684,1.0,1.0,"8:30-9:00,Transit"
10418,,False,0.7219343916443349,0.035897435897435895,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.2290922928244885,0.22891566265060243,1.0,0.0,1.0,"9:00-9:30,Driving"
10418,,False,0.7350723386572312,0.08717948717948718,0.0,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.23941778098070143,0.16867469879518074,0.10526315789473684,1.0,1.0,"9:00-9:30,Transit"
10418,,False,0.7098932349163404,0.0,0.013245033112582781,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.2196288036100449,0.10240963855421688,1.0,0.0,1.0,"9:30-10:00,Driving"
10418,,True,0.6948860666319964,0.0,0.08609271523178808,0.0,0.845487952913873,0.0,0.6000000000000001,0.0,1.0,0.0,0.20783424161476205,0.16867469879518074,0.10526315789473684,1.0,1.0,"9:30-10:00,Transit"
2469,,False,0.771820437152762,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.9431395120650348,0.23493975903614459,1.0,0.0,0.0,"6:30-7:00,Driving"
